object_id,district,timeperiod,area_sqkm,inundation_intensity_mean_nonzero,inundation_intensity_sum,drainage_density,mean_rain,max_rain,total_population,total_households,mean_sex_ratio,schools_count,health_centres_count,rail_length,road_length,net_sown_area_ha,electricity_access,piped_water_households_pct,no_sanitation_households_pct,elderly_population,flood_protection_failures,human_lives_lost,population_affected_total,crop_area,flood_protection_damaged,roads_damaged,bridges_damaged,total_procurement_value,disaster_fund_sanctions_value,disaster_fund_procurement_value
R01-D02-S03,Eastfen,2022_07,608.44,2.8475,547.12,3.414,258.81,645.8,1037823.0,215945.0,1005.0,23.0,7.0,3.7,413.16,215.38,0.359,29.66,22.96,102721.0,0.88,2.0,11886.0,2.96,1.2,0.23,1.54,3911659.0,2408148.0,1500717.0
R01-D02-S04,Eastfen,2022_07,1698.07,1.7918,331.25,1.509,267.33,429.34,1228246.0,273431.0,1002.4,36.0,17.0,11.78,705.49,315.02,0.451,49.74,23.69,116826.0,0.64,7.0,9990.0,0.01,0.66,5.08,2.7,3972960.0,789231.0,784458.0
R01-D03-S01,Southwater,2022_07,213.25,2.1006,297.39,2.968,247.39,473.34,1192424.0,294408.0,1017.1,20.0,4.0,7.02,185.47,89.27,0.519,50.66,28.1,85135.0,4.73,8.0,89770.0,18.47,1.29,11.53,4.69,4162070.0,1225153.0,994704.0
R01-D03-S02,Southwater,2022_07,1223.73,3.6311,428.35,2.839,249.55,533.1,245249.0,59355.0,970.7,43.0,19.0,14.19,671.44,276.42,0.3,21.48,32.23,22766.0,2.64,2.0,2352.0,101.95,5.98,1.85,2.99,4361658.0,2279102.0,1645300.0
R01-D03-S03,Southwater,2022_07,1577.0,1.756,266.01,2.457,251.66,604.07,966822.0,208645.0,945.6,98.0,29.0,59.55,1241.88,243.83,0.506,32.52,26.67,95865.0,0.24,1.0,8815.0,20.4,0.18,6.54,1.17,4701541.0,1459613.0,836118.0
R01-D03-S04,Southwater,2022_07,986.09,3.6289,588.89,3.487,226.91,526.35,347990.0,76746.0,935.1,39.0,10.0,26.01,575.61,474.83,0.466,51.24,31.53,29281.0,0.97,1.0,2160.0,49.34,1.32,7.13,0.67,4080511.0,2194692.0,1496856.0
R01-D04-S01,Westmoor,2022_07,728.47,2.6291,290.58,3.244,222.57,556.55,999767.0,221237.0,999.6,52.0,12.0,20.12,499.04,84.98,0.436,43.44,27.93,76670.0,0.8,3.0,20508.0,3.43,2.03,45.57,1.52,5290803.0,2527084.0,1485142.0
R01-D04-S02,Westmoor,2022_07,1665.24,4.4433,879.42,0.815,232.99,560.9,284828.0,68286.0,1008.4,27.0,24.0,22.25,889.61,761.8,0.413,27.07,32.23,30931.0,3.93,3.0,2449.0,43.13,3.58,12.73,2.26,5608063.0,3539871.0,612892.0
R01-D04-S03,Westmoor,2022_07,490.29,1.2515,180.39,2.937,262.07,386.92,769807.0,180134.0,966.9,17.0,4.0,3.2,96.9,114.86,0.318,48.96,30.64,82375.0,2.01,5.0,27986.0,13.32,5.44,17.59,3.9,3866287.0,2992659.0,1832405.0
R01-D05-S01,Riverend,2022_07,1334.51,6.2797,600.81,0.913,276.74,615.12,578198.0,127638.0,1044.3,29.0,15.0,24.49,373.58,205.77,0.328,34.07,24.86,59256.0,1.42,13.0,31205.0,152.93,3.63,12.18,0.01,5666442.0,3735784.0,2438461.0
R01-D05-S02,Riverend,2022_07,1459.47,3.1267,271.65,3.226,230.78,409.12,435204.0,91254.0,1007.5,112.0,25.0,85.37,711.46,544.29,0.619,48.79,19.24,35750.0,3.14,2.0,24402.0,65.97,3.96,22.63,2.16,4204237.0,1933337.0,1182456.0
R01-D05-S03,Riverend,2022_07,690.03,3.9864,587.03,2.095,242.63,429.46,178157.0,36407.0,930.4,32.0,10.0,19.31,364.54,141.36,0.617,62.06,15.43,17022.0,0.81,1.0,7325.0,2.69,0.01,5.34,1.91,6672036.0,1367229.0,764534.0
R01-D06-S01,Lakeshire,2022_07,518.19,3.8354,636.65,3.018,276.55,405.96,1274505.0,255348.0,964.8,30.0,18.0,16.54,681.45,146.88,0.724,86.28,8.09,110611.0,1.54,35.0,31273.0,11.82,9.34,4.12,3.22,7572643.0,2001988.0,2050852.0
R01-D06-S02,Lakeshire,2022_07,1251.38,2.3573,217.62,1.955,231.78,350.96,996993.0,203584.0,906.2,64.0,14.0,35.66,678.74,225.41,0.578,52.2,18.82,124428.0,1.14,13.0,6251.0,15.54,0.27,24.67,1.29,5330565.0,1968825.0,1209445.0
R01-D06-S03,Lakeshire,2022_07,793.75,5.3296,544.69,2.557,249.41,641.53,252911.0,56143.0,925.6,38.0,10.0,17.25,261.79,340.41,0.559,43.17,16.4,22025.0,0.9,1.0,2029.0,86.14,6.86,31.3,1.53,9884752.0,3267051.0,2020509.0
R01-D01-S01,Northmere,2022_08,989.98,8.1735,1340.68,0.83,217.4,418.35,1277486.0,300174.0,1046.3,130.0,12.0,69.31,842.84,132.13,0.889,75.42,9.03,99354.0,7.09,10.0,28637.0,43.16,6.69,11.38,3.26,7886667.0,3124598.0,1266829.0
R01-D01-S02,Northmere,2022_08,1614.92,4.4686,870.8,1.798,280.61,684.09,227720.0,48124.0,1039.0,108.0,30.0,117.98,2391.24,357.49,0.782,72.51,14.91,25593.0,1.07,2.0,5247.0,0.01,2.63,23.17,3.83,4619314.0,2895669.0,2046417.0
R01-D01-S03,Northmere,2022_08,1680.97,6.2109,798.29,2.441,256.22,378.4,678084.0,155041.0,909.6,178.0,17.0,29.61,643.67,559.61,0.777,75.56,17.12,53256.0,1.28,9.0,49198.0,373.65,4.39,22.45,1.45,8633918.0,2543331.0,1696735.0
R01-D01-S04,Northmere,2022_08,1337.0,5.4402,1028.84,3.897,268.15,543.81,1145792.0,241254.0,1034.0,165.0,43.0,43.29,1343.06,665.45,0.784,76.32,17.17,83294.0,4.82,38.0,64296.0,408.67,0.93,29.63,3.25,7836211.0,3558562.0,1595046.0
R01-D02-S01,Eastfen,2022_08,1040.1,4.9284,722.73,2.891,253.01,535.33,105649.0,24951.0,1011.7,49.0,14.0,6.23,369.04,496.22,0.3,45.41,30.42,9731.0,1.54,0.0,5192.0,65.44,3.29,83.86,8.12,8265133.0,3150770.0,2635473.0
R01-D02-S02,Eastfen,2022_08,786.49,4.6487,795.94,1.163,299.92,584.86,591961.0,127633.0,919.5,61.0,4.0,1.11,519.22,154.94,0.425,49.11,24.92,42037.0,4.06,3.0,16186.0,46.1,6.65,25.9,3.12,4779523.0,1294607.0,1148957.0
R01-D02-S03,Eastfen,2022_08,608.44,3.7054,661.56,3.414,298.34,745.59,1016893.0,245291.0,1005.0,19.0,3.0,2.8,248.55,274.26,0.309,26.01,24.99,72450.0,1.4,7.0,15240.0,62.04,1.71,4.68,0.01,6504386.0,2117782.0,1904769.0
R01-D02-S04,Eastfen,2022_08,1698.07,1.1176,138.4,1.509,303.18,551.34,1231965.0,282089.0,1002.4,49.0,16.0,6.3,1194.23,758.21,0.318,44.34,26.45,93529.0,2.58,2.0,15466.0,49.26,2.09,6.58,0.52,3795259.0,1949588.0,912167.0
R01-D03-S01,Southwater,2022_08,213.25,3.3352,526.23,2.968,229.99,450.1,1182497.0,284256.0,1017.1,9.0,3.0,3.25,78.86,81.99,0.424,48.37,27.85,118965.0,0.5,3.0,41206.0,8.54,3.56,8.07,1.66,5586072.0,2452785.0,1435957.0
R01-D03-S02,Southwater,2022_08,1223.73,5.248,955.02,2.839,260.47,552.79,245739.0,52546.0,970.7,27.0,5.0,6.74,695.12,435.59,0.3,31.68,29.67,27954.0,1.06,2.0,7403.0,207.91,1.45,22.45,4.94,9243768.0,2199376.0,1543208.0
R01-D03-S03,Southwater,2022_08,1577.0,2.5756,302.5,2.457,262.07,538.64,950732.0,231300.0,945.6,89.0,20.0,46.55,697.63,781.78,0.483,39.64,25.83,74864.0,0.69,3.0,2337.0,73.12,0.15,6.22,0.41,3619808.0,1259169.0,775032.0
R01-D03-S04,Southwater,2022_08,986.09,0.2874,45.36,3.487,242.57,582.54,353669.0,75270.0,935.1,76.0,18.0,9.98,711.59,164.97,0.461,33.65,28.98,43598.0,0.71,0.0,4076.0,2.66,0.17,2.7,1.49,5989009.0,1619577.0,998750.0
R01-D04-S01,Westmoor,2022_08,728.47,0.4336,83.21,3.244,278.55,536.55,1002111.0,218672.0,999.6,32.0,15.0,25.2,439.34,190.81,0.488,42.6,20.93,101138.0,4.05,7.0,32155.0,36.56,1.21,8.89,5.35,5379658.0,2277551.0,1182969.0
R01-D04-S02,Westmoor,2022_08,1665.24,4.9512,753.87,0.815,252.09,542.03,288033.0,62298.0,1008.4,89.0,11.0,30.45,1059.53,222.88,0.319,29.53,31.15,23789.0,1.97,2.0,8115.0,16.89,6.8,16.62,2.44,8254140.0,1996791.0,1460668.0
R01-D04-S03,Westmoor,2022_08,490.29,2.7978,419.46,2.937,247.2,552.29,760163.0,164126.0,966.9,23.0,6.0,10.9,196.21,156.48,0.367,39.16,23.74,82416.0,1.81,9.0,7751.0,2.7,2.97,11.08,2.53,7117634.0,1963461.0,2035941.0
R01-D05-S01,Riverend,2022_08,1334.51,6.8234,698.79,0.913,242.36,371.93,575979.0,116905.0,1044.3,50.0,22.0,46.05,920.72,651.54,0.385,38.09,33.31,46162.0,2.15,4.0,45034.0,221.18,3.94,32.49,6.41,9508026.0,3581306.0,2282035.0
R01-D05-S02,Riverend,2022_08,1459.47,3.683,476.36,3.226,256.09,428.72,430467.0,90476.0,1007.5,64.0,43.0,4.25,1623.95,455.35,0.535,72.18,17.37,44797.0,1.33,3.0,8418.0,149.83,0.43,11.87,3.96,7590834.0,2118690.0,1869116.0
R01-D05-S03,Riverend,2022_08,690.03,3.3447,521.22,2.095,244.12,449.85,181954.0,39252.0,930.4,51.0,15.0,19.28,814.54,294.86,0.585,71.9,16.41,13750.0,1.76,2.0,3351.0,40.71,2.08,13.39,1.42,6444500.0,2912280.0,1730046.0
R01-D06-S01,Lakeshire,2022_08,518.19,3.6837,337.67,3.018,240.53,594.54,1279160.0,314626.0,964.8,45.0,12.0,30.82,747.87,233.77,0.682,62.04,12.05,154313.0,2.37,16.0,57984.0,19.99,1.89,17.25,4.95,7902364.0,3365085.0,1215849.0
R01-D06-S02,Lakeshire,2022_08,1251.38,3.3682,284.17,1.955,296.47,762.15,974127.0,213073.0,906.2,79.0,7.0,42.47,1025.82,358.32,0.502,38.43,17.27,107474.0,1.83,1.0,19616.0,20.64,0.18,6.68,0.23,6267674.0,2336739.0,317121.0
R01-D06-S03,Lakeshire,2022_08,793.75,5.3629,842.5,2.557,217.18,442.97,255021.0,56054.0,925.6,40.0,18.0,18.92,423.82,81.74,0.57,40.59,21.86,18839.0,2.46,2.0,6331.0,17.72,8.54,23.11,4.87,7699518.0,4019279.0,2068139.0
R01-D01-S01,Northmere,2022_09,989.98,5.3315,997.97,0.83,226.61,433.64,1303360.0,289583.0,1046.3,42.0,24.0,48.84,736.36,462.47,0.821,73.08,9.29,153667.0,1.67,27.0,41579.0,188.77,2.12,29.43,6.6,5493787.0,2951260.0,1785491.0
R01-D01-S02,Northmere,2022_09,1614.92,3.194,350.58,1.798,238.33,460.85,225660.0,51120.0,1039.0,237.0,36.0,7.17,1673.62,431.34,0.757,75.82,13.18,20220.0,1.77,1.0,4542.0,142.62,1.72,22.13,4.75,6691584.0,2989662.0,1822537.0
R01-D01-S03,Northmere,2022_09,1680.97,3.2388,364.2,2.441,261.52,663.8,679193.0,162755.0,909.6,150.0,22.0,56.65,1520.22,491.82,0.706,77.07,17.73,63132.0,1.93,4.0,3955.0,102.06,2.74,16.34,3.41,8825415.0,3035085.0,1445843.0
R01-D01-S04,Northmere,2022_09,1337.0,5.6087,457.65,3.897,237.67,546.05,1128701.0,231222.0,1034.0,70.0,31.0,58.5,1097.66,267.32,0.739,69.6,14.53,145168.0,3.17,8.0,56480.0,134.7,2.13,40.33,11.7,6390146.0,2379764.0,2225159.0
R01-D02-S01,Eastfen,2022_09,1040.1,4.9671,551.75,2.891,261.02,662.75,103235.0,24482.0,1011.7,33.0,12.0,13.24,447.94,201.41,0.3,33.61,31.38,10663.0,4.54,2.0,4830.0,102.91,2.67,23.65,2.75,8269375.0,4155334.0,2765508.0
R01-D02-S02,Eastfen,2022_09,786.49,2.8978,418.39,1.163,246.12,561.08,574028.0,133626.0,919.5,46.0,13.0,12.57,613.93,230.88,0.363,44.53,28.88,48933.0,4.4,6.0,6461.0,19.6,8.83,49.75,1.23,6215738.0,2336596.0,1023998.0
R01-D02-S03,Eastfen,2022_09,608.44,4.6252,831.53,3.414,285.69,445.69,1007032.0,203513.0,1005.0,35.0,11.0,11.91,362.18,229.22,0.412,52.07,26.46,116498.0,3.6,7.0,35563.0,13.62,0.93,11.17,2.47,6436920.0,3065117.0,1635490.0
R01-D02-S04,Eastfen,2022_09,1698.07,0.7762,93.83,1.509,247.37,536.63,1235307.0,287755.0,1002.4,59.0,26.0,41.05,767.96,208.48,0.449,24.05,31.42,129215.0,0.18,4.0,17968.0,7.7,2.32,9.13,1.4,3907311.0,1271293.0,1499009.0
R01-D03-S01,Southwater,2022_09,213.25,2.7882,308.65,2.968,327.54,601.54,1178447.0,264123.0,1017.1,9.0,4.0,0.16,139.48,64.75,0.378,38.49,27.6,142019.0,0.6,6.0,55585.0,23.16,0.92,14.77,5.25,6790473.0,2218166.0,1683136.0
R01-D03-S02,Southwater,2022_09,1223.73,5.2535,992.72,2.839,278.24,567.2,247754.0,54060.0,970.7,54.0,11.0,36.63,430.69,397.09,0.302,24.57,30.69,19334.0,6.73,3.0,12645.0,48.19,2.07,26.75,0.01,10305542.0,2999338.0,1539716.0
R01-D03-S03,Southwater,2022_09,1577.0,0.5081,49.6,2.457,251.18,580.39,978547.0,216688.0,945.6,85.0,18.0,24.97,1172.58,650.57,0.512,57.61,28.69,101776.0,0.01,1.0,2748.0,0.68,0.41,1.75,2.01,1367009.0,1224444.0,964478.0
R01-D03-S04,Southwater,2022_09,986.09,2.8451,514.91,3.487,246.22,543.36,350537.0,81982.0,935.1,74.0,17.0,20.68,454.29,369.43,0.318,34.77,29.51,31987.0,0.48,1.0,1228.0,13.3,0.27,2.43,0.58,4572271.0,2861640.0,891667.0
R01-D04-S01,Westmoor,2022_09,728.47,2.2575,286.79,3.244,237.17,572.48,1007489.0,244600.0,999.6,43.0,16.0,24.27,350.31,130.86,0.507,63.32,18.79,119767.0,1.42,4.0,52071.0,27.07,3.0,13.17,4.46,3104025.0,752076.0,1537165.0
R01-D04-S02,Westmoor,2022_09,1665.24,2.652,381.91,0.815,247.98,532.09,283152.0,61940.0,1008.4,27.0,23.0,11.32,588.62,606.36,0.363,40.4,33.72,23183.0,1.82,5.0,3962.0,32.29,0.61,22.89,3.0,7139220.0,2652720.0,1404545.0
R01-D04-S03,Westmoor,2022_09,490.29,1.9659,158.7,2.937,267.78,506.63,773982.0,176010.0,966.9,36.0,2.0,5.1,208.66,233.23,0.414,49.44,25.46,71448.0,1.45,2.0,20943.0,18.65,3.52,28.77,7.09,5499680.0,2855450.0,1418847.0
R01-D05-S01,Riverend,2022_09,1334.51,7.3871,765.06,0.913,248.93,473.24,559595.0,126205.0,1044.3,35.0,8.0,40.96,952.64,531.3,0.409,46.68,26.05,65161.0,4.38,2.0,18219.0,234.28,3.91,22.78,5.38,10042570.0,3072779.0,1527957.0
R01-D05-S02,Riverend,2022_09,1459.47,1.7254,261.48,3.226,251.83,575.98,435928.0,104845.0,1007.5,178.0,11.0,2.93,1724.56,687.65,0.558,48.46,21.43,37044.0,3.01,3.0,18903.0,42.79,3.24,26.62,0.26,6259862.0,2954557.0,1639002.0
R01-D05-S03,Riverend,2022_09,690.03,0.4387,59.39,2.095,215.96,377.07,181539.0,37698.0,930.4,43.0,17.0,38.37,414.2,121.98,0.603,64.06,14.26,23415.0,0.36,1.0,4568.0,14.08,0.58,5.15,4.34,7943083.0,1969068.0,1588456.0
R01-D06-S01,Lakeshire,2022_09,518.19,5.3234,650.41,3.018,246.88,590.67,1297607.0,285647.0,964.8,67.0,4.0,5.55,749.3,205.56,0.691,73.34,16.55,157330.0,3.93,5.0,29248.0,37.07,0.94,31.72,0.01,5317000.0,3140200.0,1662458.0
R01-D06-S02,Lakeshire,2022_09,1251.38,2.5848,290.69,1.955,226.71,358.52,995140.0,221926.0,906.2,98.0,33.0,3.03,1045.81,307.53,0.596,52.9,18.02,117273.0,2.75,3.0,42335.0,14.1,5.82,22.83,2.32,6987528.0,2169253.0,1841127.0
R01-D06-S03,Lakeshire,2022_09,793.75,5.7764,958.2,2.557,291.12,495.04,251685.0,50434.0,925.6,29.0,16.0,36.24,687.85,106.75,0.543,57.98,23.82,19454.0,5.56,8.0,6969.0,61.22,9.09,35.51,8.6,6214197.0,3058227.0,1763788.0
R01-D01-S01,Northmere,2022_10,989.98,2.135,215.93,0.83,110.66,252.5,1317456.0,328225.0,1046.3,156.0,10.0,39.65,1163.31,178.49,0.737,82.72,10.04,139312.0,0.29,2.0,4962.0,2.43,0.78,5.65,0.01,1374455.0,587426.0,552062.0
R01-D01-S02,Northmere,2022_10,1614.92,1.9654,285.29,1.798,46.23,108.48,223844.0,45343.0,1039.0,62.0,33.0,91.39,688.04,743.65,0.807,65.75,11.41,20551.0,0.54,0.0,36.0,19.73,0.26,0.91,0.13,1934880.0,1006119.0,539468.0
R01-D01-S03,Northmere,2022_10,1680.97,0.6052,75.05,2.441,90.82,230.63,692080.0,148827.0,909.6,179.0,36.0,90.04,664.13,474.34,0.741,78.97,16.83,49259.0,1.32,2.0,5271.0,58.52,0.31,2.74,0.45,3569265.0,0.0,1070162.0
R01-D01-S04,Northmere,2022_10,1337.0,0.0,0.0,3.897,63.09,134.01,1125600.0,262540.0,1034.0,174.0,35.0,55.56,548.18,150.94,0.693,83.52,9.58,130013.0,0.99,2.0,1562.0,9.54,0.16,2.82,0.34,1296826.0,1174670.0,544987.0
R01-D02-S01,Eastfen,2022_10,1040.1,0.0,0.0,2.891,62.6,132.54,105573.0,21437.0,1011.7,42.0,10.0,24.44,454.68,225.42,0.411,17.72,34.89,7664.0,1.23,0.0,110.0,4.61,0.8,5.6,0.67,3200558.0,939377.0,1089921.0
R01-D02-S02,Eastfen,2022_10,786.49,0.0,0.0,1.163,70.34,147.93,574195.0,125314.0,919.5,36.0,10.0,2.62,547.69,307.83,0.382,46.95,28.1,65093.0,0.16,1.0,1915.0,8.02,0.76,2.23,0.35,1922416.0,969096.0,443869.0
R01-D02-S03,Eastfen,2022_10,608.44,0.1475,18.86,3.414,42.61,73.2,1004222.0,219387.0,1005.0,29.0,3.0,11.45,404.26,187.68,0.488,27.49,26.72,121174.0,0.15,0.0,1376.0,1.49,0.16,1.12,0.21,2817058.0,1798215.0,631901.0
R01-D02-S04,Eastfen,2022_10,1698.07,2.0203,351.96,1.509,7.34,15.36,1201445.0,256475.0,1002.4,72.0,31.0,34.06,421.38,636.56,0.343,50.68,30.82,156030.0,0.15,0.0,3820.0,5.75,0.14,0.61,0.1,0.0,0.0,104438.0
R01-D03-S01,Southwater,2022_10,213.25,1.4346,128.45,2.968,78.9,127.34,1189365.0,239368.0,1017.1,17.0,4.0,1.52,107.2,60.32,0.41,48.87,28.24,132790.0,0.33,0.0,6780.0,2.71,0.17,4.18,0.04,3786342.0,0.0,478383.0
R01-D03-S02,Southwater,2022_10,1223.73,0.0,0.0,2.839,77.52,172.83,243680.0,52000.0,970.7,34.0,10.0,26.83,419.12,363.24,0.375,41.37,32.15,23020.0,0.07,0.0,1524.0,3.74,0.12,1.19,0.33,342335.0,2139266.0,824232.0
R01-D03-S03,Southwater,2022_10,1577.0,0.0,0.0,2.457,12.18,24.36,959651.0,211146.0,945.6,127.0,27.0,49.36,1024.11,585.57,0.395,49.18,26.41,117472.0,0.12,0.0,2428.0,0.97,0.11,0.2,0.13,2186482.0,1483258.0,0.0
R01-D03-S04,Southwater,2022_10,986.09,1.0848,164.96,3.487,85.61,187.83,350551.0,70485.0,935.1,50.0,9.0,19.02,725.49,478.79,0.324,26.9,25.73,30149.0,0.11,0.0,304.0,4.87,0.01,0.32,0.1,498867.0,606539.0,625976.0
R01-D04-S01,Westmoor,2022_10,728.47,1.2027,220.41,3.244,10.98,23.46,1012599.0,242299.0,999.6,31.0,15.0,20.08,523.9,182.15,0.582,40.04,25.5,113805.0,0.04,1.0,0.0,2.87,0.42,0.31,0.51,1317424.0,862621.0,7512.0
R01-D04-S02,Westmoor,2022_10,1665.24,0.0,0.0,0.815,74.3,192.89,281988.0,61663.0,1008.4,60.0,15.0,51.81,773.99,171.12,0.356,22.97,33.62,35009.0,0.18,0.0,1182.0,2.58,0.23,3.53,0.58,2019113.0,71841.0,1121041.0
R01-D04-S03,Westmoor,2022_10,490.29,0.0,0.0,2.937,135.81,334.34,780160.0,158341.0,966.9,32.0,7.0,4.91,240.4,238.14,0.3,33.85,28.79,84101.0,0.15,1.0,4341.0,0.01,0.13,3.37,0.2,589556.0,96036.0,46197.0
R01-D05-S01,Riverend,2022_10,1334.51,0.2973,39.9,0.913,76.66,127.57,568990.0,119919.0,1044.3,43.0,13.0,18.77,714.32,423.85,0.389,25.44,24.71,49466.0,0.54,1.0,2191.0,24.17,0.06,3.77,0.32,2506118.0,1088057.0,355595.0
R01-D05-S02,Riverend,2022_10,1459.47,0.0,0.0,3.226,36.97,92.57,424372.0,94261.0,1007.5,148.0,18.0,75.26,596.19,261.85,0.614,73.74,19.09,37337.0,0.21,0.0,836.0,0.73,0.75,1.38,0.89,535430.0,663181.0,865481.0
R01-D05-S03,Riverend,2022_10,690.03,0.9812,179.29,2.095,100.15,237.64,178271.0,42439.0,930.4,74.0,10.0,33.35,798.44,193.31,0.627,63.3,19.14,20041.0,0.15,0.0,390.0,0.97,0.13,2.17,0.35,2283637.0,1837839.0,274151.0
R01-D06-S01,Lakeshire,2022_10,518.19,0.7584,83.28,3.018,40.61,60.94,1292075.0,260788.0,964.8,64.0,12.0,26.26,261.69,76.43,0.636,71.91,14.29,148604.0,0.32,4.0,3067.0,1.17,0.42,4.67,0.65,1143403.0,765868.0,96463.0
R01-D06-S02,Lakeshire,2022_10,1251.38,0.9515,138.55,1.955,45.3,75.51,990588.0,221786.0,906.2,111.0,26.0,40.73,399.07,589.6,0.549,43.96,24.53,78837.0,0.55,3.0,5312.0,6.98,0.21,1.95,0.23,4125351.0,252516.0,306855.0
R01-D06-S03,Lakeshire,2022_10,793.75,0.0,0.0,2.557,50.16,76.43,246902.0,57284.0,925.6,53.0,20.0,37.71,603.23,233.8,0.551,61.92,25.89,27515.0,0.39,1.0,3356.0,3.34,0.43,8.9,1.94,2777005.0,1429355.0,835473.0
R01-D01-S01,Northmere,2022_11,989.98,0.0,0.0,0.83,40.83,72.55,1276309.0,279859.0,1046.3,46.0,18.0,73.45,980.19,376.29,0.917,94.49,12.31,120323.0,0.01,2.0,2243.0,18.88,0.35,2.19,1.61,0.0,331486.0,171445.0
R01-D01-S02,Northmere,2022_11,1614.92,1.3765,152.97,1.798,94.85,195.68,224269.0,46332.0,1039.0,141.0,16.0,67.14,992.15,206.35,0.747,78.7,13.53,24790.0,0.99,0.0,248.0,2.27,0.16,3.29,0.35,4214813.0,811814.0,1486898.0
R01-D01-S03,Northmere,2022_11,1680.97,0.0,0.0,2.441,92.56,166.33,695211.0,157307.0,909.6,111.0,23.0,106.52,1520.2,430.78,0.627,55.51,19.13,87196.0,0.46,2.0,3759.0,8.99,0.38,2.02,0.27,3026772.0,521265.0,467294.0
R01-D01-S04,Northmere,2022_11,1337.0,3.1096,567.9,3.897,72.24,132.39,1127502.0,266107.0,1034.0,178.0,30.0,84.17,1195.41,624.07,0.757,60.1,9.93,83313.0,0.33,2.0,9568.0,0.01,0.88,0.01,0.65,2707680.0,232966.0,692119.0
R01-D02-S01,Eastfen,2022_11,1040.1,0.0,0.0,2.891,64.5,148.64,105534.0,23526.0,1011.7,18.0,11.0,28.3,290.39,498.25,0.332,21.52,34.79,11721.0,0.29,0.0,94.0,7.69,0.78,3.1,0.8,4002315.0,1045740.0,897954.0
R01-D02-S02,Eastfen,2022_11,786.49,0.8007,94.77,1.163,123.1,173.75,584060.0,120285.0,919.5,20.0,14.0,11.34,208.05,133.95,0.502,48.59,26.07,71426.0,0.05,1.0,2413.0,1.5,0.31,1.28,1.07,864945.0,964297.0,36154.0
R01-D02-S03,Eastfen,2022_11,608.44,0.0,0.0,3.414,110.73,191.49,1025178.0,228668.0,1005.0,20.0,11.0,9.71,140.43,69.19,0.45,46.8,31.78,118366.0,0.17,1.0,3437.0,0.48,0.37,0.17,0.14,2967516.0,1187531.0,631749.0
R01-D02-S04,Eastfen,2022_11,1698.07,0.0862,10.6,1.509,66.74,130.43,1213641.0,289929.0,1002.4,121.0,31.0,27.21,812.99,170.36,0.394,41.05,26.9,155090.0,0.23,0.0,3397.0,2.66,0.13,0.66,0.17,457930.0,681145.0,1011782.0
R01-D03-S01,Southwater,2022_11,213.25,1.0639,130.29,2.968,123.65,217.99,1189610.0,295411.0,1017.1,13.0,3.0,6.63,156.1,98.96,0.486,50.06,20.99,137084.0,0.11,1.0,273.0,2.6,0.18,1.7,0.07,2070567.0,472162.0,1169419.0
R01-D03-S02,Southwater,2022_11,1223.73,0.8503,135.02,2.839,66.03,126.05,247471.0,51531.0,970.7,71.0,18.0,17.19,233.04,520.7,0.3,38.66,36.21,18928.0,0.6,0.0,851.0,22.25,0.07,0.01,0.99,1983166.0,982151.0,354326.0
R01-D03-S03,Southwater,2022_11,1577.0,0.0,0.0,2.457,60.47,144.3,957758.0,211525.0,945.6,48.0,30.0,37.63,744.4,671.47,0.479,30.74,25.19,107244.0,0.09,0.0,1745.0,4.06,0.07,0.19,0.06,1568230.0,825049.0,19065.0
R01-D03-S04,Southwater,2022_11,986.09,0.7024,85.77,3.487,86.57,155.67,347323.0,80767.0,935.1,54.0,7.0,0.23,302.67,474.04,0.367,40.89,27.54,24347.0,0.17,0.0,288.0,3.05,0.13,0.84,0.05,3247951.0,2057158.0,49178.0
R01-D04-S01,Westmoor,2022_11,728.47,0.3406,59.87,3.244,53.55,94.87,1014858.0,206172.0,999.6,47.0,10.0,3.18,443.12,327.63,0.554,55.55,24.89,100667.0,0.28,0.0,1585.0,14.13,0.16,3.05,0.51,3730840.0,859715.0,954139.0
R01-D04-S02,Westmoor,2022_11,1665.24,0.0,0.0,0.815,63.13,163.02,283235.0,67484.0,1008.4,76.0,11.0,30.91,952.87,174.92,0.3,29.41,34.47,28493.0,0.06,1.0,512.0,2.02,0.09,1.28,0.06,1009010.0,719761.0,14788.0
R01-D04-S03,Westmoor,2022_11,490.29,1.1586,227.36,2.937,23.92,39.06,756351.0,164200.0,966.9,18.0,5.0,13.41,165.55,113.89,0.335,47.63,25.35,89322.0,0.44,0.0,2538.0,1.17,0.3,2.33,0.02,2582789.0,265214.0,464233.0
R01-D05-S01,Riverend,2022_11,1334.51,0.0263,2.9,0.913,66.79,109.68,570631.0,122555.0,1044.3,90.0,9.0,45.0,356.53,420.66,0.399,42.75,28.86,64957.0,0.41,1.0,4180.0,41.22,0.78,1.35,0.93,3815751.0,446008.0,539502.0
R01-D05-S02,Riverend,2022_11,1459.47,0.1224,20.97,3.226,69.54,173.27,428143.0,104864.0,1007.5,136.0,16.0,13.96,883.57,524.77,0.609,72.82,19.46,35357.0,0.36,1.0,1013.0,5.79,0.25,2.22,1.14,2203298.0,853452.0,1029986.0
R01-D05-S03,Riverend,2022_11,690.03,1.3839,138.67,2.095,128.34,258.82,177735.0,40581.0,930.4,41.0,5.0,32.97,642.82,96.62,0.57,63.43,14.46,17343.0,0.03,0.0,605.0,1.26,0.37,1.72,0.28,1835916.0,912107.0,162820.0
